#SECOND, CPU_TMP, GPU_TMP, CPU_FRQ, MEM_USE, CPU_USE
1965, 48.00, 48.70, 15.00, 3.90, 5.90 
1966, 48.00, 49.10, 7.00, 3.90, 5.90 
1967, 48.00, 48.70, 15.00, 3.90, 5.90 
1968, 48.00, 48.20, 15.00, 3.90, 5.90 
1969, 48.00, 47.20, 15.00, 3.90, 5.90 
1970, 49.00, 48.20, 15.00, 3.90, 5.90 
1971, 47.00, 48.70, 8.00, 3.90, 5.90 
1972, 49.00, 48.70, 15.00, 3.90, 5.90 
1973, 48.00, 48.20, 7.00, 3.90, 5.90 
1974, 48.00, 48.70, 15.00, 3.90, 5.90 
1975, 47.00, 48.20, 15.00, 3.90, 5.90 
1976, 48.00, 48.70, 15.00, 3.90, 5.90 
1977, 48.00, 48.70, 15.00, 3.90, 5.90 
1978, 48.00, 48.70, 7.00, 3.90, 5.90 
1979, 48.00, 48.70, 15.00, 3.90, 5.80 
1980, 48.00, 49.10, 15.00, 3.90, 5.90 
1981, 48.00, 48.20, 15.00, 3.90, 5.90 
1982, 48.00, 48.70, 9.00, 3.90, 5.90 
1983, 49.00, 48.70, 15.00, 3.90, 5.90 
1984, 48.00, 48.20, 15.00, 3.90, 5.90 
1985, 48.00, 48.20, 6.00, 3.90, 5.90 
1986, 48.00, 48.70, 8.00, 3.90, 5.80 
1987, 48.00, 48.20, 15.00, 3.90, 5.90 
1988, 47.00, 47.20, 7.00, 3.90, 5.90 
1989, 48.00, 48.70, 15.00, 3.90, 5.90 
1990, 48.00, 48.70, 15.00, 3.90, 5.90 
1991, 48.00, 49.10, 9.00, 3.90, 5.90 
1992, 49.00, 49.60, 15.00, 3.90, 5.90 
1993, 47.00, 49.10, 15.00, 3.90, 5.90 
1994, 47.00, 49.60, 15.00, 3.90, 5.90 
1995, 48.00, 48.70, 10.00, 3.90, 5.90 
1996, 47.00, 47.70, 9.00, 3.90, 5.90 
1997, 49.00, 48.70, 7.00, 3.90, 5.90 
1998, 48.00, 48.70, 15.00, 3.90, 5.90 
1999, 47.00, 47.70, 15.00, 3.90, 5.90 
2000, 48.00, 48.20, 8.00, 3.90, 5.90 
2001, 49.00, 48.20, 15.00, 3.90, 5.90 
2002, 47.00, 49.10, 7.00, 3.90, 5.90 
2003, 48.00, 48.70, 6.00, 3.90, 5.90 
2004, 48.00, 49.10, 15.00, 3.90, 5.90 
2005, 48.00, 49.10, 15.00, 3.90, 5.90 
2006, 49.00, 47.70, 10.00, 3.90, 5.90 
2007, 48.00, 49.10, 15.00, 3.90, 5.90 
2008, 48.00, 48.70, 15.00, 3.90, 5.90 
2009, 48.00, 48.70, 15.00, 3.90, 5.90 
2010, 48.00, 48.20, 15.00, 3.90, 5.90 
2011, 48.00, 48.70, 15.00, 3.90, 5.90 
2012, 48.00, 48.70, 15.00, 3.90, 5.90 
2013, 48.00, 49.10, 10.00, 3.90, 5.90 
2014, 47.00, 47.20, 15.00, 3.90, 5.90 
2015, 47.00, 47.70, 15.00, 3.90, 5.90 
2016, 48.00, 48.20, 8.00, 3.90, 5.90 
2017, 47.00, 49.10, 15.00, 3.90, 5.90 
2018, 49.00, 48.70, 15.00, 3.90, 5.90 
2019, 47.00, 48.70, 15.00, 3.90, 5.90 
2020, 47.00, 48.20, 7.00, 3.90, 5.90 
2021, 48.00, 48.70, 15.00, 3.90, 5.90 
2022, 48.00, 48.20, 15.00, 3.90, 5.90 
2023, 48.00, 48.20, 15.00, 3.90, 5.90 
2024, 48.00, 48.20, 15.00, 3.90, 5.90 
2025, 48.00, 48.20, 15.00, 3.90, 5.90 
2026, 48.00, 49.60, 15.00, 3.90, 5.90 
2027, 48.00, 49.10, 15.00, 3.90, 5.90 
2028, 48.00, 48.20, 7.00, 3.90, 5.90 
2029, 49.00, 49.10, 15.00, 3.90, 5.90 
2030, 48.00, 48.70, 9.00, 3.90, 5.80 
2031, 48.00, 49.60, 15.00, 3.90, 5.90 
2032, 48.00, 49.10, 15.00, 3.90, 5.90 
2033, 47.00, 48.20, 15.00, 3.90, 5.90 
2034, 49.00, 48.20, 15.00, 3.90, 5.90 
2035, 47.00, 48.20, 8.00, 3.90, 5.90 
2036, 48.00, 48.70, 15.00, 3.90, 5.90 
2037, 47.00, 47.70, 15.00, 3.90, 5.90 
2038, 49.00, 49.10, 15.00, 3.90, 5.90 
2039, 48.00, 48.70, 15.00, 3.90, 5.90 
2040, 48.00, 49.10, 8.00, 3.90, 5.90 
2041, 48.00, 48.20, 15.00, 3.90, 5.90 
2042, 48.00, 47.70, 15.00, 3.90, 5.90 
2043, 48.00, 47.70, 8.00, 3.90, 5.90 
2044, 47.00, 47.20, 15.00, 3.90, 5.90 
2045, 48.00, 48.70, 15.00, 3.90, 5.90 
2046, 48.00, 49.10, 15.00, 3.90, 5.90 
2047, 49.00, 49.60, 15.00, 3.90, 5.90 
2048, 47.00, 48.20, 15.00, 3.90, 5.90 
2049, 48.00, 48.20, 15.00, 3.90, 5.90 
2050, 48.00, 48.20, 15.00, 3.90, 5.90 
2051, 48.00, 48.70, 7.00, 3.90, 5.90 
2052, 49.00, 48.20, 15.00, 3.90, 5.90 
2053, 48.00, 48.70, 8.00, 3.90, 5.80 
2054, 47.00, 48.70, 15.00, 3.90, 5.90 
2055, 48.00, 48.20, 15.00, 3.90, 5.90 
2056, 48.00, 48.70, 15.00, 3.90, 5.90 
2057, 47.00, 48.70, 10.00, 3.90, 5.90 
2058, 48.00, 48.70, 15.00, 3.90, 5.90 
2059, 48.00, 48.20, 15.00, 3.90, 5.90 
2060, 48.00, 48.70, 9.00, 3.90, 5.90 
2061, 49.00, 49.10, 15.00, 3.90, 5.90 
2062, 47.00, 48.20, 15.00, 3.90, 5.90 
2063, 48.00, 48.20, 15.00, 3.90, 5.90 
2064, 48.00, 49.60, 7.00, 3.90, 5.90 
2065, 47.00, 49.10, 15.00, 3.90, 5.90 
2066, 49.00, 49.10, 15.00, 3.90, 5.90 
2067, 48.00, 48.70, 15.00, 3.90, 5.90 
2068, 48.00, 48.70, 15.00, 3.90, 5.90 
2069, 48.00, 47.70, 15.00, 3.90, 5.90 
2070, 48.00, 48.20, 15.00, 3.90, 5.90 
2071, 48.00, 49.10, 7.00, 3.90, 5.90 
2072, 47.00, 47.70, 15.00, 3.90, 5.90 
2073, 48.00, 48.70, 15.00, 3.90, 5.90 
2074, 49.00, 47.70, 6.00, 3.90, 5.90 
2075, 48.00, 48.70, 15.00, 3.90, 5.90 
2076, 47.00, 48.70, 15.00, 3.90, 5.80 
2077, 48.00, 47.70, 15.00, 3.90, 5.90 
2078, 47.00, 48.20, 15.00, 3.90, 5.90 
2079, 47.00, 48.70, 15.00, 3.90, 5.90 
2080, 48.00, 48.20, 7.00, 3.90, 5.90 
2081, 47.00, 47.70, 15.00, 3.90, 5.90 
2082, 47.00, 49.10, 6.00, 3.90, 5.90 
2083, 47.00, 47.70, 15.00, 3.90, 5.90 
2084, 48.00, 48.70, 15.00, 3.90, 5.80 
2085, 48.00, 48.70, 15.00, 3.90, 5.90 
2086, 48.00, 48.70, 15.00, 3.90, 5.90 
2087, 48.00, 48.70, 15.00, 3.90, 5.90 
2088, 49.00, 48.70, 7.00, 3.90, 5.90 
2089, 48.00, 48.70, 15.00, 3.90, 5.90 
2090, 47.00, 49.10, 6.00, 3.91, 5.90 
2091, 48.00, 48.70, 15.00, 3.91, 5.90 
2092, 48.00, 49.60, 15.00, 3.91, 5.90 
2093, 49.00, 49.10, 15.00, 3.91, 5.90 
2094, 48.00, 48.70, 15.00, 3.91, 5.90 
2095, 48.00, 48.70, 15.00, 3.91, 5.90 
2096, 48.00, 49.10, 15.00, 3.91, 5.90 
2097, 49.00, 49.10, 10.00, 3.91, 5.90 
2098, 48.00, 48.20, 15.00, 3.91, 5.90 
2099, 47.00, 47.70, 15.00, 3.91, 5.80 
2100, 48.00, 49.60, 15.00, 3.91, 5.90 
2101, 48.00, 48.70, 10.00, 3.91, 5.90 
2102, 48.00, 48.20, 15.00, 3.91, 5.90 
2103, 48.00, 48.70, 10.00, 3.91, 5.90 
2104, 48.00, 49.10, 15.00, 3.91, 5.90 
2105, 48.00, 49.10, 7.00, 3.91, 5.90 
2106, 48.00, 47.70, 15.00, 3.91, 5.90 
2107, 48.00, 48.20, 15.00, 3.91, 5.90 
2108, 47.00, 49.10, 15.00, 3.91, 5.90 
2109, 47.00, 48.20, 15.00, 3.91, 5.90 
2110, 48.00, 48.70, 15.00, 3.91, 5.90 
2111, 48.00, 48.20, 15.00, 3.91, 5.90 
2112, 48.00, 48.20, 15.00, 3.91, 5.90 
2113, 49.00, 47.70, 15.00, 3.91, 5.90 
2114, 48.00, 48.20, 15.00, 3.91, 5.90 
2115, 48.00, 48.20, 15.00, 3.91, 5.90 
2116, 48.00, 47.70, 15.00, 3.91, 5.90 
2117, 48.00, 48.20, 15.00, 3.91, 5.90 
2118, 47.00, 49.10, 15.00, 3.91, 5.90 
2119, 48.00, 48.20, 15.00, 3.91, 5.90 
2120, 48.00, 48.70, 9.00, 3.91, 5.90 
2121, 48.00, 49.10, 15.00, 3.91, 5.80 
2122, 47.00, 49.10, 15.00, 3.91, 5.90 
2123, 47.00, 48.20, 10.00, 3.91, 5.90 
2124, 48.00, 48.70, 7.00, 3.91, 5.90 
2125, 47.00, 49.10, 15.00, 3.91, 5.90 
2126, 48.00, 48.20, 7.00, 3.91, 5.90 
2127, 48.00, 47.70, 15.00, 3.91, 5.90 
2128, 48.00, 47.70, 15.00, 3.91, 5.90 
2129, 48.00, 49.10, 15.00, 3.91, 5.90 
2130, 47.00, 47.70, 15.00, 3.91, 5.90 
2131, 48.00, 48.20, 15.00, 3.91, 5.90 
2132, 49.00, 49.60, 15.00, 3.91, 5.90 
2133, 49.00, 48.20, 15.00, 3.91, 5.90 
2134, 47.00, 48.20, 15.00, 3.91, 5.90 
2135, 48.00, 48.20, 7.00, 3.91, 5.90 
2136, 48.00, 48.70, 15.00, 3.91, 5.90 
2137, 47.00, 47.70, 15.00, 3.91, 5.90 
2138, 48.00, 47.70, 7.00, 3.91, 5.90 
2139, 48.00, 47.70, 15.00, 3.91, 5.90 
2140, 47.00, 47.70, 15.00, 3.91, 5.90 
2141, 49.00, 48.20, 15.00, 3.91, 5.90 
2142, 48.00, 49.10, 15.00, 3.91, 5.90 
2143, 48.00, 48.70, 8.00, 3.91, 5.90 
2144, 48.00, 48.20, 15.00, 3.91, 5.90 
2145, 48.00, 49.10, 15.00, 3.91, 5.90 
2146, 48.00, 48.20, 15.00, 3.91, 5.90 
2147, 48.00, 48.70, 15.00, 3.91, 5.90 
2148, 47.00, 48.20, 7.00, 3.91, 5.90 
2149, 48.00, 48.20, 10.00, 3.91, 5.90 
2150, 47.00, 47.70, 15.00, 3.91, 5.90 
2151, 47.00, 48.20, 15.00, 3.91, 5.90 
2152, 47.00, 47.70, 15.00, 3.91, 5.90 
2153, 48.00, 48.70, 15.00, 3.91, 5.90 
2154, 48.00, 47.70, 15.00, 3.91, 5.90 
2155, 48.00, 48.70, 15.00, 3.91, 5.90 
2156, 49.00, 48.70, 6.00, 3.91, 5.90 
2157, 47.00, 47.70, 15.00, 3.91, 5.90 
2158, 48.00, 48.20, 15.00, 3.91, 5.90 
2159, 48.00, 48.20, 15.00, 3.91, 5.90 
2160, 48.00, 48.20, 15.00, 3.91, 5.90 
2161, 48.00, 47.70, 15.00, 3.91, 5.90 
2162, 48.00, 48.20, 10.00, 3.91, 5.90 
2163, 48.00, 47.70, 7.00, 3.91, 5.90 
2164, 47.00, 48.70, 15.00, 3.91, 5.90 
2165, 48.00, 49.60, 15.00, 3.91, 5.90 
2166, 48.00, 47.20, 15.00, 3.91, 5.90 
2167, 47.00, 47.70, 15.00, 3.91, 5.90 
2168, 48.00, 47.70, 10.00, 3.91, 5.90 
2169, 48.00, 48.20, 7.00, 3.91, 5.90 
2170, 48.00, 48.20, 15.00, 3.91, 5.90 
2171, 48.00, 47.70, 15.00, 3.91, 5.90 
2172, 48.00, 48.20, 10.00, 3.91, 5.90 
2173, 49.00, 49.10, 15.00, 3.91, 5.80 
2174, 47.00, 49.10, 15.00, 3.91, 5.90 
2175, 47.00, 48.20, 7.00, 3.91, 5.90 
2176, 47.00, 48.20, 7.00, 3.91, 5.90 
2177, 48.00, 48.20, 15.00, 3.91, 5.90 
2178, 48.00, 48.20, 7.00, 3.91, 5.90 
2179, 47.00, 47.70, 15.00, 3.91, 5.90 
2180, 48.00, 49.60, 15.00, 3.91, 5.90 
2181, 49.00, 49.10, 15.00, 3.91, 5.90 
2182, 47.00, 48.70, 7.00, 3.91, 5.90 
2183, 47.00, 47.70, 15.00, 3.91, 5.90 
2184, 48.00, 47.70, 15.00, 3.91, 5.90 
2185, 47.00, 48.20, 7.00, 3.91, 5.90 
2186, 48.00, 49.60, 15.00, 3.91, 5.90 
2187, 47.00, 48.20, 15.00, 3.91, 5.90 
2188, 49.00, 47.70, 15.00, 3.91, 5.90 
2189, 48.00, 48.70, 9.00, 3.91, 5.90 
2190, 48.00, 48.70, 7.00, 3.91, 5.90 
2191, 48.00, 49.10, 15.00, 3.91, 5.90 
2192, 48.00, 49.10, 7.00, 3.91, 5.90 
2193, 48.00, 47.20, 6.00, 3.91, 5.90 
2194, 47.00, 48.20, 9.00, 3.91, 5.80 
2195, 48.00, 48.70, 15.00, 3.91, 5.90 
2196, 48.00, 48.70, 15.00, 3.91, 5.90 
2197, 48.00, 49.10, 15.00, 3.91, 5.90 
2198, 48.00, 48.20, 9.00, 3.91, 5.90 
2199, 48.00, 48.20, 10.00, 3.91, 5.90 
2200, 48.00, 47.70, 15.00, 3.91, 5.90 
2201, 47.00, 49.60, 8.00, 3.91, 5.90 
2202, 47.00, 48.20, 15.00, 3.91, 5.90 
2203, 48.00, 48.70, 15.00, 3.91, 5.90 
2204, 47.00, 48.20, 7.00, 3.91, 5.90 
2205, 48.00, 48.70, 15.00, 3.91, 5.90 
2206, 47.00, 48.70, 15.00, 3.91, 5.90 
2207, 47.00, 47.70, 15.00, 3.91, 5.90 
2208, 49.00, 49.10, 15.00, 3.91, 5.90 
2209, 47.00, 47.70, 7.00, 3.91, 5.90 
2210, 48.00, 48.70, 15.00, 3.91, 5.90 
2211, 48.00, 49.10, 15.00, 3.91, 5.90 
2212, 48.00, 48.20, 6.00, 3.91, 5.90 
2213, 48.00, 48.70, 15.00, 3.91, 5.90 
2214, 49.00, 49.10, 7.00, 3.91, 5.90 
2215, 48.00, 49.10, 15.00, 3.91, 5.90 
2216, 49.00, 49.10, 15.00, 3.91, 5.90 
2217, 48.00, 48.20, 15.00, 3.91, 5.90 
2218, 48.00, 49.10, 7.00, 3.91, 5.90 
2219, 48.00, 47.70, 15.00, 3.91, 5.90 
2220, 47.00, 47.70, 15.00, 3.91, 5.90 
2221, 48.00, 47.70, 15.00, 3.91, 5.90 
2222, 47.00, 47.70, 7.00, 3.91, 5.90 
2223, 48.00, 49.60, 15.00, 3.91, 5.90 
2224, 47.00, 47.70, 15.00, 3.91, 5.80 
2225, 48.00, 48.70, 15.00, 3.91, 5.90 
2226, 48.00, 47.70, 15.00, 3.91, 5.90 
2227, 48.00, 48.20, 7.00, 3.91, 5.90 
2228, 47.00, 47.70, 15.00, 3.91, 5.90 
2229, 48.00, 48.20, 6.00, 3.91, 5.90 
2230, 48.00, 48.20, 15.00, 3.91, 5.90 
2231, 48.00, 48.20, 15.00, 3.91, 5.90 
2232, 49.00, 48.20, 15.00, 3.91, 5.90 
2233, 48.00, 48.70, 7.00, 3.91, 5.90 
2234, 48.00, 49.10, 9.00, 3.91, 5.90 
2235, 48.00, 48.70, 15.00, 3.91, 5.90 
2236, 48.00, 48.70, 15.00, 3.91, 5.90 
2237, 48.00, 49.10, 15.00, 3.91, 5.90 
2238, 48.00, 48.70, 15.00, 3.91, 5.80 
2239, 48.00, 48.70, 8.00, 3.91, 5.90 
2240, 47.00, 47.70, 15.00, 3.91, 5.90 
2241, 48.00, 49.10, 15.00, 3.91, 5.90 
2242, 47.00, 47.70, 15.00, 3.91, 5.90 
2243, 48.00, 47.70, 7.00, 3.91, 5.90 
2244, 48.00, 48.70, 15.00, 3.91, 5.90 
2245, 47.00, 48.20, 15.00, 3.91, 5.90 
2246, 48.00, 50.10, 15.00, 3.91, 5.90 
2247, 47.00, 48.20, 15.00, 3.91, 5.90 
2248, 49.00, 49.10, 15.00, 3.91, 5.90 
2249, 48.00, 48.20, 15.00, 3.91, 5.90 
2250, 48.00, 48.20, 15.00, 3.91, 5.90 
2251, 48.00, 48.20, 7.00, 3.91, 5.90 
2252, 48.00, 48.20, 15.00, 3.91, 5.90 
2253, 48.00, 48.20, 6.00, 3.91, 5.90 
2254, 47.00, 47.70, 15.00, 3.91, 5.90 
2255, 48.00, 48.70, 15.00, 3.91, 5.90 
2256, 47.00, 48.20, 6.00, 3.91, 5.90 
2257, 47.00, 48.70, 15.00, 3.91, 5.90 
2258, 48.00, 48.20, 7.00, 3.91, 5.90 
2259, 48.00, 48.20, 15.00, 3.91, 5.90 
2260, 48.00, 48.20, 6.00, 3.91, 5.90 
2261, 47.00, 47.70, 15.00, 3.91, 5.80 
2262, 48.00, 48.20, 15.00, 3.91, 5.90 
2263, 48.00, 49.60, 15.00, 3.91, 5.90 
2264, 48.00, 47.70, 7.00, 3.91, 5.90 
2265, 48.00, 49.10, 15.00, 3.91, 5.90 
2266, 47.00, 48.70, 7.00, 3.91, 5.90 
2267, 48.00, 49.10, 15.00, 3.91, 5.90 
2268, 48.00, 48.20, 7.00, 3.91, 5.90 
2269, 48.00, 48.20, 15.00, 3.91, 5.90 
2270, 49.00, 49.10, 15.00, 3.91, 5.90 
2271, 48.00, 48.70, 7.00, 3.91, 5.90 
2272, 47.00, 47.20, 15.00, 3.91, 5.90 
2273, 48.00, 48.70, 15.00, 3.91, 5.90 
2274, 48.00, 48.70, 7.00, 3.91, 5.90 
2275, 48.00, 48.20, 7.00, 3.91, 5.90 
2276, 49.00, 49.10, 15.00, 3.91, 5.90 
2277, 48.00, 47.70, 15.00, 3.91, 5.90 
2278, 48.00, 49.10, 15.00, 3.91, 5.90 
2279, 48.00, 49.10, 15.00, 3.91, 5.90 
2280, 48.00, 48.70, 7.00, 3.91, 5.90 
2281, 48.00, 47.70, 15.00, 3.91, 5.90 
2282, 48.00, 48.20, 15.00, 3.91, 5.90 
2283, 48.00, 49.10, 9.00, 3.91, 5.90 
2284, 48.00, 48.20, 15.00, 3.91, 5.90 
2285, 49.00, 48.70, 15.00, 3.91, 5.90 
2286, 48.00, 48.70, 15.00, 3.91, 5.90 
2287, 47.00, 48.20, 15.00, 3.91, 5.90 
2288, 48.00, 48.20, 15.00, 3.91, 5.90 
2289, 48.00, 49.10, 8.00, 3.91, 5.90 
2290, 47.00, 48.20, 15.00, 3.91, 5.90 
2291, 48.00, 48.70, 15.00, 3.91, 5.90 
2292, 48.00, 47.70, 15.00, 3.91, 5.90 
2293, 48.00, 49.10, 15.00, 3.91, 5.90 
2294, 48.00, 48.70, 10.00, 3.91, 5.90 
2295, 49.00, 49.10, 15.00, 3.91, 5.90 
2296, 47.00, 48.20, 7.00, 3.91, 5.90 
2297, 48.00, 47.70, 15.00, 3.91, 5.90 
2298, 48.00, 48.70, 15.00, 3.91, 5.90 
2299, 49.00, 48.70, 15.00, 3.91, 5.90 
2300, 48.00, 48.20, 15.00, 3.91, 5.90 
2301, 48.00, 48.70, 8.00, 3.91, 5.90 
2302, 48.00, 48.70, 15.00, 3.91, 5.90 
2303, 48.00, 48.20, 15.00, 3.91, 5.90 
2304, 48.00, 48.70, 9.00, 3.91, 5.90 
2305, 48.00, 47.70, 15.00, 3.91, 5.90 
2306, 48.00, 48.70, 15.00, 3.91, 5.90 
2307, 49.00, 48.70, 15.00, 3.91, 5.90 
2308, 48.00, 48.70, 10.00, 3.91, 5.90 
2309, 48.00, 48.70, 15.00, 3.91, 5.90 
2310, 48.00, 48.20, 15.00, 3.91, 5.90 
2311, 48.00, 47.70, 8.00, 3.91, 5.90 
2312, 48.00, 48.20, 15.00, 3.91, 5.90 
2313, 48.00, 47.70, 7.00, 3.91, 5.90 
2314, 48.00, 48.70, 15.00, 3.91, 5.90 
2315, 47.00, 48.20, 15.00, 3.91, 5.90 
2316, 48.00, 48.20, 9.00, 3.91, 5.90 
2317, 48.00, 48.20, 15.00, 3.91, 5.90 
2318, 48.00, 48.20, 15.00, 3.91, 5.90 
2319, 48.00, 47.70, 15.00, 3.91, 5.90 
2320, 48.00, 48.20, 15.00, 3.91, 5.90 
2321, 48.00, 47.70, 7.00, 3.91, 5.90 
2322, 48.00, 48.20, 15.00, 3.91, 5.90 
2323, 48.00, 48.70, 15.00, 3.91, 5.90 
2324, 47.00, 48.70, 6.00, 3.91, 5.90 
2325, 47.00, 48.20, 8.00, 3.91, 5.90 
2326, 48.00, 49.60, 15.00, 3.91, 5.90 
2327, 48.00, 48.70, 7.00, 3.91, 5.90 
2328, 48.00, 48.20, 15.00, 3.91, 5.90 
2329, 47.00, 49.10, 15.00, 3.91, 5.80 
2330, 47.00, 48.20, 15.00, 3.91, 5.90 
2331, 48.00, 48.20, 15.00, 3.91, 5.90 
2332, 49.00, 49.60, 15.00, 3.91, 5.90 
2333, 48.00, 48.20, 10.00, 3.91, 5.90 
2334, 47.00, 48.20, 15.00, 3.91, 5.90 
2335, 49.00, 47.70, 7.00, 3.91, 5.90 
2336, 48.00, 48.20, 15.00, 3.91, 5.90 
2337, 49.00, 49.10, 15.00, 3.91, 5.80 
2338, 48.00, 48.20, 15.00, 3.91, 5.90 
2339, 49.00, 49.10, 15.00, 3.91, 5.90 
2340, 49.00, 48.20, 15.00, 3.91, 5.90 
2341, 48.00, 48.20, 15.00, 3.91, 5.90 
2342, 48.00, 49.10, 7.00, 3.91, 5.90 
2343, 48.00, 49.10, 15.00, 3.91, 5.90 
2344, 48.00, 49.10, 15.00, 3.91, 5.90 
2345, 48.00, 48.70, 15.00, 3.91, 5.90 
2346, 48.00, 48.20, 15.00, 3.91, 5.90 
2347, 49.00, 48.20, 7.00, 3.91, 5.90 
2348, 49.00, 49.10, 15.00, 3.91, 5.90 
2349, 47.00, 47.70, 15.00, 3.91, 5.90 
2350, 47.00, 48.20, 15.00, 3.91, 5.90 
2351, 48.00, 48.70, 15.00, 3.91, 5.90 
2352, 48.00, 48.70, 15.00, 3.91, 5.90 
2353, 49.00, 49.60, 15.00, 3.91, 5.90 
2354, 47.00, 48.20, 10.00, 3.91, 5.90 
2355, 49.00, 49.10, 15.00, 3.91, 5.90 
2356, 47.00, 48.20, 15.00, 3.91, 5.90 
2357, 48.00, 48.20, 15.00, 3.91, 5.90 
2358, 48.00, 48.20, 15.00, 3.91, 5.90 
2359, 48.00, 47.20, 6.00, 3.91, 5.90 
2360, 48.00, 48.20, 15.00, 3.91, 5.90 
2361, 46.00, 49.10, 15.00, 3.91, 5.90 
2362, 48.00, 48.70, 15.00, 3.91, 5.90 
2363, 48.00, 49.10, 15.00, 3.91, 5.90 
2364, 47.00, 48.70, 15.00, 3.91, 5.90 
2365, 48.00, 48.70, 9.00, 3.91, 5.90 
2366, 48.00, 48.20, 15.00, 3.91, 5.90 
2367, 47.00, 48.20, 15.00, 3.91, 5.90 
2368, 49.00, 48.70, 15.00, 3.91, 5.90 
2369, 48.00, 48.20, 15.00, 3.91, 5.90 
2370, 49.00, 48.20, 15.00, 3.91, 5.90 
2371, 47.00, 48.70, 15.00, 3.91, 5.90 
2372, 48.00, 48.70, 15.00, 3.91, 5.90 
2373, 48.00, 49.10, 6.00, 3.91, 5.90 
2374, 48.00, 48.70, 15.00, 3.91, 5.90 
2375, 48.00, 48.70, 15.00, 3.91, 5.90 
2376, 48.00, 48.70, 15.00, 3.91, 5.90 
2377, 49.00, 49.60, 15.00, 3.91, 5.90 
2378, 48.00, 48.20, 15.00, 3.91, 5.90 
2379, 47.00, 48.70, 9.00, 3.91, 5.90 
2380, 48.00, 47.70, 8.00, 3.91, 5.90 
2381, 48.00, 48.70, 15.00, 3.91, 5.90 
2382, 48.00, 48.70, 15.00, 3.91, 5.90 
2383, 49.00, 48.20, 15.00, 3.91, 5.90 
2384, 48.00, 48.20, 15.00, 3.91, 5.90 
2385, 48.00, 48.70, 15.00, 3.91, 5.90 
2386, 48.00, 48.20, 7.00, 3.91, 5.90 
2387, 48.00, 49.10, 15.00, 3.91, 5.90 
2388, 49.00, 49.10, 15.00, 3.91, 5.90 
2389, 48.00, 48.70, 15.00, 3.91, 5.90 
2390, 49.00, 48.20, 10.00, 3.91, 5.90 
2391, 49.00, 49.10, 15.00, 3.91, 5.90 
2392, 47.00, 48.20, 15.00, 3.91, 5.90 
2393, 49.00, 49.10, 15.00, 3.91, 5.90 
2394, 48.00, 48.70, 15.00, 3.91, 5.90 
2395, 48.00, 47.70, 15.00, 3.91, 5.90 
2396, 48.00, 48.20, 10.00, 3.91, 5.90 
2397, 48.00, 48.70, 15.00, 3.91, 5.90 
2398, 48.00, 48.70, 15.00, 3.91, 5.90 
2399, 48.00, 49.10, 15.00, 3.91, 5.90 
2400, 49.00, 49.10, 15.00, 3.91, 5.90 
2401, 49.00, 48.70, 15.00, 3.91, 5.90 
2402, 48.00, 47.20, 6.00, 3.91, 5.90 
2403, 48.00, 48.20, 15.00, 3.91, 5.90 
2404, 49.00, 47.70, 6.00, 3.91, 5.90 
2405, 48.00, 49.60, 15.00, 3.91, 5.80 
2406, 47.00, 48.20, 15.00, 3.91, 5.90 
2407, 48.00, 48.70, 15.00, 3.91, 5.90 
2408, 48.00, 48.70, 15.00, 3.91, 5.90 
2409, 49.00, 49.10, 10.00, 3.91, 5.90 
2410, 49.00, 49.10, 15.00, 3.91, 5.90 
2411, 48.00, 49.10, 15.00, 3.91, 5.90 
2412, 48.00, 48.20, 15.00, 3.91, 5.90 
2413, 48.00, 49.10, 7.00, 3.91, 5.90 
2414, 48.00, 48.20, 15.00, 3.91, 5.90 
2415, 48.00, 49.10, 8.00, 3.91, 5.90 
2416, 48.00, 49.10, 15.00, 3.91, 5.90 
2417, 47.00, 48.70, 15.00, 3.91, 5.90 
2418, 48.00, 47.70, 8.00, 3.91, 5.90 
2419, 48.00, 48.70, 15.00, 3.91, 5.90 
2420, 48.00, 48.70, 15.00, 3.91, 5.90 
2421, 47.00, 48.70, 7.00, 3.91, 5.90 
2422, 48.00, 48.20, 15.00, 3.91, 5.90 
2423, 49.00, 48.70, 15.00, 3.91, 5.90 
2424, 47.00, 48.20, 7.00, 3.91, 5.90 
2425, 47.00, 48.70, 15.00, 3.91, 5.90 
2426, 47.00, 47.70, 15.00, 3.91, 5.90 
2427, 47.00, 48.70, 15.00, 3.91, 5.90 
2428, 48.00, 49.60, 15.00, 3.91, 5.90 
2429, 48.00, 48.70, 15.00, 3.91, 5.90 
2430, 48.00, 48.70, 15.00, 3.91, 5.90 
2431, 48.00, 49.10, 15.00, 3.91, 5.90 
2432, 48.00, 48.20, 9.00, 3.91, 5.90 
2433, 49.00, 48.70, 15.00, 3.91, 5.90 
2434, 48.00, 48.20, 15.00, 3.91, 5.90 
2435, 48.00, 49.10, 15.00, 3.91, 5.90 
2436, 48.00, 48.20, 15.00, 3.91, 5.90 
2437, 48.00, 48.20, 15.00, 3.91, 5.90 
2438, 48.00, 48.20, 7.00, 3.91, 5.90 
2439, 48.00, 49.60, 15.00, 3.91, 5.90 
2440, 48.00, 48.20, 7.00, 3.91, 5.90 
2441, 48.00, 48.70, 15.00, 3.91, 5.90 
2442, 48.00, 49.60, 15.00, 3.91, 5.90 
2443, 48.00, 49.10, 15.00, 3.91, 5.90 
2444, 48.00, 48.20, 15.00, 3.91, 5.90 
2445, 48.00, 48.70, 15.00, 3.91, 5.90 
